Image,Width,Height,Area,Perimeter,Aspect_Ratio,Compactness,Solidity
0a5434c7c6cb555985d493d9d5127cb9.png,354,776,102451.0,3757.3161281347275,0.45618556701030927,10.96552444969521,0.5539493853627941
0a8202989125aafc65a439143f02af25.png,460,862,119819.5,4173.54866194725,0.5336426914153132,11.568407974085776,0.45348555554293973
0aabe3fa55df08982395d2afb0d63760.png,447,860,125079.5,4245.264392495155,0.5197674418604651,11.466040871556489,0.48932865702063066
0aac68fa8fdd5d84c799f5cf69d53d71.png,338,801,99684.0,3823.090733766556,0.42197253433208487,11.667932017057362,0.5260161207340079
0b04f95f3472e99ea1c981207599e937.png,439,817,108553.5,4014.9801247119904,0.5373317013463892,11.817159703124506,0.4741062479117942
0b0b63ba87bab764bf8eeb8f60907ee2.png,504,791,102146.0,3714.0024226903915,0.6371681415929203,10.746155901913909,0.4214448098163559
0b4b2c38e7acc9f9f052d8800b106e58.png,344,822,128389.5,3829.9607903957367,0.41849148418491483,9.09178765975216,0.6454506835851584
0b4d267e879475e304136741fefbabb7.png,343,884,145227.0,4306.830849647522,0.38800904977375567,10.163853587855508,0.6383646485581224
0b8fa4d88d8a238a483d382b8f787372.png,333,817,117999.0,3953.801409959793,0.40758873929008566,10.542449104070474,0.5993782667662253
0bed0dfee690d94d94172675a1387321.png,393,803,107846.0,3871.669382214546,0.48941469489414696,11.060700233066473,0.5079240982070109
0c04352beb4c66741b179414518a4cf5.png,328,838,123684.5,3953.6521352529526,0.3914081145584726,10.05707683623858,0.642645412199323
0c0ebb29d40801fadfa8d0079e20d853.png,362,903,135835.5,4365.666414618492,0.4008859357696567,11.16549408233298,0.5832928971087742
0c1b986bbab782da04fcc983a68e95a2.png,423,737,96796.0,3599.6836630105972,0.5739484396200815,10.652741760555813,0.4778810431863344
0c2b97a8cdd2dd168d3bc51aae3572dd.png,437,755,104752.5,3593.4998930692673,0.5788079470198676,9.80981939866952,0.506339362535165
0c59beda104dcc1a52e8141a0fec204f.png,367,779,104033.0,3502.5322972536087,0.4711168164313222,9.383898699636152,0.5613225744663057
0c77a03d5c1d38c29dfbf188b48a175a.png,479,792,98401.5,3811.9019134044647,0.6047979797979798,11.750919502706527,0.4265843856888322
0ced81848d2988c32095ab677562a550.png,419,820,113977.0,3885.659274458885,0.5109756097560976,10.541498356133888,0.5131544884190526
0d0b6179d54bdad8e5d51a1cc9110aa2.png,308,772,105065.0,3557.3952152729034,0.39896373056994816,9.585092411086073,0.59271858489954
0d1494b76d8a7833cd3a404a23a5f35e.png,435,787,102331.5,3860.293829679489,0.5527318932655655,11.58834779786904,0.4643716915760407
0d474f70f15f2ab4a6a90ee9d81d6629.png,539,801,120212.0,4041.7669256925583,0.6729088639200999,10.813962137372437,0.4532453577151475
0d4a9cce6294a2bdc6dae93d0d9c42a8.png,509,816,111999.5,3959.0146157741547,0.6237745098039216,11.136488226576857,0.4261193291634327
0d4da626480f3e137ed86955fd51a7fa.png,476,826,112054.5,3989.690798163414,0.576271186440678,11.304186449217939,0.4505237807096721
0d7093197a5aa643f4a4f4272129485b.png,599,862,117928.5,4133.975071668625,0.6948955916473318,11.532064648085102,0.38483389896880305
0d95143c71cdba00ddfdfde3c5ed3736.png,427,819,126952.0,3756.061295032501,0.5213675213675214,8.843332017082377,0.5502307942355619
0d9541c8bb2a3b08696c868a2f367b28.png,486,805,106542.0,3890.7130950689316,0.6037267080745342,11.306487431058551,0.4543911426524276
0d9ef51d391d90554e370442df708aba.png,521,860,141389.5,4051.205518722534,0.6058139534883721,9.237225133042385,0.47563053478769124
0dbab72235925b802d4d6eb7da73f877.png,459,834,124520.5,3872.102928876877,0.5503597122302158,9.581710977046342,0.49608772733610884
0dc18ed0520e04a93507325fffaa2180.png,359,836,131884.0,4053.919159054756,0.42942583732057416,9.916266576303373,0.6339982549712887
0dc9f0002a2e532011b6917132246b7d.png,523,847,132153.5,3860.068437218666,0.6174734356552538,8.972252259745327,0.48566829531819344
0dd129cd654b1e9d8cdc16045cbdcb43.png,370,795,104379.0,3873.967931866646,0.46540880503144655,11.441660231543066,0.5292838018741634
0debd935032066628001f5a0cd8ecba7.png,366,886,137592.5,4200.259341835976,0.41309255079006774,10.203462838965546,0.623603500709297
0e1d6010722e65dee157cc66440b68d1.png,417,787,115308.5,3681.308990597725,0.5298602287166455,9.352621445678462,0.5186927028510252
0e516bf3403bfecbee73398a643082b2.png,334,772,102726.5,3655.485614180565,0.4326424870466321,10.351369294677456,0.5761619118929636
0e60e89f62da8600e89839edcccfc829.png,419,806,110388.5,3744.848092317581,0.5198511166253101,10.109617282323413,0.5191308355397125
0e6f4232537cc56832c2ba9030ed4a42.png,536,859,135788.0,4039.222764611244,0.6239813736903376,9.561463135227354,0.4794401564850188
0e808ff39a47efd01dc17ed55d6b405f.png,448,811,117812.5,4059.028894305229,0.5524044389642416,11.128664501282765,0.49503546397297343
0eb0e855323bfef4ec2b2e5be92b38e7.png,332,793,106798.0,3736.2724113464355,0.41866330390920553,10.401694214872643,0.5571681969949916
0ec474ac34b6f6b9775c04ca0af79061.png,403,850,119535.0,4021.6937643289566,0.47411764705882353,10.767454509113044,0.5495975778809217
0eca47118bb162170793b7d3a173c501.png,344,786,101784.5,3745.642030119896,0.43765903307888043,10.968848235845318,0.5378550687877659
0ee380485c6e094762edd01d47251937.png,368,857,126758.5,4336.543612003326,0.4294049008168028,11.805937545592425,0.5647868434653978
0efe0a28b638f968e6060fdeb5dd353c.png,425,847,116726.5,3961.087764620781,0.5017709563164109,10.696694747929149,0.48464396927548264
0f2df214e5404d716a1aae72c9c20fd0.png,347,758,97938.5,3549.377968788147,0.4577836411609499,10.236257123435688,0.5658061590278199
0f4c1adbb25718987673881c37156f27.png,676,857,124256.0,4089.6979373693466,0.7887981330221704,10.711621839242556,0.36248643476434417
0f4c8fe7d926935b07987b7c6c5ee24d.png,418,838,119805.5,4105.950685381889,0.4988066825775656,11.198009662748975,0.5127419951937995
0f59b7aeadf748461c748784785b1619.png,336,804,119680.0,3757.5861213207245,0.417910447761194,9.388288819261488,0.615989582529119
0fb5eb17a0a86ed631dfe6a9a98785d9.png,516,833,117007.0,3865.5070337057114,0.6194477791116446,10.162281649307547,0.44760041237981024
0fba53b49b39c9ad53624ced59c2edc4.png,475,854,121770.5,4240.970019102097,0.5562060889929742,11.753804186417792,0.4643555125068879
0fce9db8b9bfefb783bf99ad317ab4a6.png,565,859,133993.0,4144.7761490345,0.6577415599534342,10.202584151346487,0.4282212549455747
0ff808dde706b4127fe435aecfae52b8.png,431,809,98235.5,3872.4460686445236,0.5327564894932015,12.147654522887931,0.4588117706676755
1032437e86f268c6e1057f581d42bfe2.png,570,864,127173.0,4294.69288790226,0.6597222222222222,11.541425316586198,0.42203335833327804
107ff84f53119139be2055625832892f.png,541,853,120920.0,4206.609628796577,0.634232121922626,11.645453903289514,0.42442962442962445
10aad1e79021d871a52fd29abfab6b22.png,347,797,100738.0,3652.4490374326706,0.4353826850690088,10.538168574596261,0.5449996077699422
10b82b686a0de66ac7c4b45c49a69417.png,450,851,127646.0,4170.605452775955,0.5287896592244419,10.84379102111349,0.5165407479048386
10c09f5fd987e2451b9030204ff86374.png,460,861,120431.5,4148.00956094265,0.5342624854819977,11.369190352042985,0.4689170615467879
10caad981cc5dce006d6dd0b0a2c6a2d.png,605,834,120831.5,4067.1954082250595,0.7254196642685852,10.894317957190994,0.3943779884785482
10da263bb7f071671849eba3ed11a02a.png,386,770,105522.5,3638.9313509464264,0.5012987012987012,9.986028229399832,0.5394438522903583
10e02def6b4331c2efa9c4dbc46e54f1.png,581,855,131171.0,4017.5659123659134,0.6795321637426901,9.792156089327973,0.4371302982940818
10f0bc739d811fc557e219a8d52a7001.png,392,817,108080.0,3909.2572535276413,0.47980416156670747,11.252092696258881,0.5098125231427433
115181b2ed06748ec4c1021fe2bf4041.png,598,806,109637.5,3947.573051095009,0.7419354838709677,11.310748949033867,0.3767818849146345
119eab7ddd4d9f19539ee060c80fa841.png,416,846,120089.0,3939.551630616188,0.491725768321513,10.284436493648089,0.507413307192746
11b5db45105e0aed14977ae8e694276b.png,404,862,116952.5,4094.3384268283844,0.46867749419953597,11.406386962719175,0.502479044128704
11e11477afc94c3b3b3523edc0199302.png,637,838,116544.0,4157.53141784668,0.7601431980906921,11.802426262919385,0.36827519520696206
120a5f9ffc24ae4d1ec89f6d82b9c833.png,501,844,125651.0,3904.7374863624573,0.5936018957345972,9.656235973333382,0.45878791862010543
1218fb2b30e192220a95bf4f842f8031.png,514,841,126330.0,4146.977156877518,0.6111771700356718,10.832954674909615,0.4359484025922935
1219c729817464c538e4bc233e4ee33d.png,355,796,119157.0,3706.9242124557495,0.44597989949748745,9.176942055851232,0.6011396514452485
123d91914c8451f561dd44d83c526954.png,486,800,118762.5,3754.7892199754715,0.6075,9.446739281980332,0.4744863102634071
12773ca07118a458fb95fb259a6d229f.png,564,858,116380.5,4259.077664852142,0.6573426573426573,12.403408191583782,0.4027174138718563
131597f6c9ebb290eb4a3f0530d7e4fc.png,487,851,113804.0,4273.261429309845,0.5722679200940071,12.768842636420521,0.4236995338724329
1328b37899a1c90afd535811cba13039.png,427,790,108135.5,3775.5587671995163,0.540506329113924,10.490213141532239,0.5098987374600668
1337abae8fb998d548ca9b2b1a7ff3b9.png,333,802,119622.5,3918.8968613147736,0.415211970074813,10.216565623540392,0.6218484555482777
13582870f6250dfe26802ed4200c8d49.png,325,696,126494.5,3254.0987516641617,0.46695402298850575,6.661621445971537,0.7744766697891985
138765e52f204158f8c00719b43a738d.png,407,860,142965.0,4066.016701698303,0.47325581395348837,9.202349507008462,0.5809400936639678
139c4d077108a563b5282e0620198bcf.png,338,858,113926.5,4208.044052004814,0.3939393939393939,12.368753538078545,0.5470778480207256
13f08bbe48068b7499abf85e8b08b6b1.png,471,800,105110.5,3925.146644115448,0.58875,11.664222821740175,0.44065206637208953
13f64e4cf3922794c723a053c11f2a2c.png,458,832,159337.5,3701.1811279058456,0.5504807692307693,6.841523377452169,0.5910363885900812
14073dc5383a4333870cea14995db9ad.png,585,917,149199.0,4482.065469264984,0.6379498364231189,10.714714798412716,0.44115220740206323
140e0791c53f1fdd81bd2ab6536c5342.png,561,844,127187.5,3995.573051214218,0.6646919431279621,9.988582377641352,0.4280562585821599
142ed957839a124f28f2605200565659.png,444,823,111032.5,3965.558768749237,0.5394896719319563,11.270645717303202,0.47192546610250535
1438c754a3db1fbbc43ff7a7f5f7dffd.png,386,878,123557.5,4330.990228772163,0.4396355353075171,12.080792679105322,0.5668061232447509
147a408849817a0016ba8a89b1c57d3f.png,468,788,101797.0,3836.5608558654785,0.5939086294416244,11.506396608716907,0.4341440010235524
149022c63f0e861ce516ad6568230961.png,369,790,106506.5,3610.2896567583084,0.4670886075949367,9.73863562985556,0.5463104495373315
14a25d202055a72e389c9df0b99a513e.png,517,835,124680.5,3958.6613603830338,0.6191616766467066,10.002033501554049,0.4436736371448855
14ff8bc9a53353188d01753ecad04e2b.png,379,779,108614.0,3647.6348897218704,0.4865211810012837,9.74825879248823,0.554602968734841
157a3a55a7cfb725d28a0c1551a8d5eb.png,336,793,102746.0,3828.262307167053,0.42370744010088274,11.350855299899944,0.5393703164166568
158678d7389c4ae3fc51b8884c99a439.png,434,908,131247.0,4214.286693096161,0.4779735682819383,10.768343592375254,0.5067471302978004
158cf3e74cb18ae55e9f522f52128e7a.png,298,808,111714.5,3781.887635111809,0.3688118811881188,10.188208692686642,0.6341505642469517
159d85b482993d3c72c3f936b053b541.png,372,825,111774.5,4097.950687050819,0.4509090909090909,11.955860969324684,0.5204429896446398
15b6b76ff10700a348f7e8fddb99ed64.png,382,840,136809.5,4033.749673843384,0.45476190476190476,9.464371234282456,0.6012335858807812
15d5ed6db9d46961ddbb7ed3352db333.png,482,845,140944.0,3857.3060235977173,0.570414201183432,8.400627627204855,0.5369131607417679
16417764b8f417fa21b6a625d2fb2072.png,310,781,113299.5,3576.584033727646,0.3969270166453265,8.984605437374597,0.6127046188289882
1647d9a12bb04a22e4d4a02cbb726035.png,635,837,119312.0,4132.124343514442,0.7586618876941458,11.38813937899748,0.3820147731675221
165946854bce67b23b6c8480c0ccf647.png,527,847,135813.0,4257.7812032699585,0.6221959858323495,10.622224456282641,0.47437966300611956
166bddb7cab1d73d5296c48730b9e522.png,417,776,95565.0,3745.2572523355484,0.5373711340206185,11.680315644830545,0.46307266264963914
166ea67f2e14a72e86c892e995816feb.png,474,815,108409.0,3915.340512037277,0.5815950920245399,11.252884822603281,0.4363799571706893
1678a0c86662b4df543a780808904af9.png,423,860,131877.5,4090.1516939401627,0.49186046511627907,10.094812593628342,0.5250464819068928
169b932d6d6e89a3ffe06eeaa89005c9.png,369,834,126230.5,4000.764833211899,0.44244604316546765,10.090481295969214,0.5797916561407699
16a00d11c51b7e74435b3eb0a99ef57f.png,544,810,116770.0,3912.3598440885544,0.671604938271605,10.431252094095758,0.4408153403889458
16b634019f06011599514d9f516cadee.png,404,849,126708.0,3913.115116715431,0.4758539458186101,9.616816926253541,0.5693871498287902
16c42611b2e823370a9259ac9cb82db9.png,378,794,102450.5,3809.3678641319275,0.4760705289672544,11.271504304504655,0.5189508582022455
16dd1404e111f9835738f9fe4d83e0f9.png,507,820,118457.5,3978.5781016349792,0.6182926829268293,10.633674175086917,0.45853066580475843
16e7c165079281150e24626a7fff8620.png,518,813,112050.5,3984.1760804653168,0.6371463714637147,11.273360231304355,0.42408031186132766
173802ab97a83f227a6a4114dc004c35.png,431,787,94566.0,3737.7181508541107,0.5476493011435832,11.756233832746647,0.4549209014136001
173c341b322888d28f12e1b41224336a.png,504,882,131086.0,4174.4775931835175,0.5714285714285714,10.578841081729854,0.4618354900876207
17437cc7cea3d920e661501db8056a00.png,384,775,120597.0,3666.5709604024887,0.49548387096774194,8.871025355793687,0.5796762192249642
176e6b1b6cb8ae642b50031b22a2d99b.png,470,868,122381.5,3966.092821955681,0.5414746543778802,10.228221215830958,0.47586394610726057
1799299befdcf279dbf5e8368c7d0310.png,466,862,129578.5,4062.1617995500565,0.5406032482598608,10.133783535639438,0.5112182901329546
181bef71121b3b28a04721acc3aca5d5.png,492,846,126310.5,4003.229902625084,0.5815602836879432,10.096520833840886,0.4870872827956409
182c7f24d0465ab6a995cb57229e6766.png,406,856,147747.5,4044.196290254593,0.4742990654205608,8.809158981454065,0.595483518631594
184fbbf356bea032e54e4d701ec2fb54.png,513,849,115123.0,4240.609628915787,0.6042402826855123,12.430386369101596,0.40938590158920946
185033ddf76f75fe712b17a299d7dd19.png,359,821,116424.0,4021.222764134407,0.43727161997563946,11.052585533529072,0.5510777881911902
1863a1e0afb01991368d320c9a9a417c.png,360,834,113055.5,4060.705959916115,0.4316546762589928,11.60650670773443,0.5125606383461033
188ff766c8009e788fb1ca9a3392388d.png,552,832,133487.0,3918.619735479355,0.6634615384615384,9.1541369628342,0.46374369672724874
18d4a75239a31afdd78c4c624c4330a4.png,311,769,104980.5,3552.5150516033173,0.4044213263979194,9.56650609208768,0.601175086112853
18f5f885b46810447f71bc17ed5214a2.png,454,839,125545.0,4107.815689921379,0.5411203814064363,10.695783750727243,0.504270706348521
18fb0d9dfcfae96993ca2ff568ba86a0.png,418,878,131049.0,4385.722323060036,0.4760820045558087,11.679888244650108,0.5465088638951096
1942e5183162db5ec54602d511bec032.png,520,795,99525.5,3993.28877389431,0.6540880503144654,12.750206024717302,0.37840596929803716
19943bf45e86112e8455d4dddece8176.png,585,863,123900.5,4205.043168902397,0.6778679026651216,11.356852733434584,0.3815040559660189
19c80bf3209de30adb4cadcd7d0ca6bb.png,511,838,119921.0,4060.6441175937653,0.6097852028639618,10.94169871712493,0.44533198160310006
19e0f196beb58535a9d7f2eb17b28fbf.png,372,807,110037.0,3859.693765282631,0.46096654275092935,10.77350682825189,0.5415753065639004
1a0d9adda06a614f3987f4611a868d2e.png,324,775,104279.5,3889.7841653823853,0.4180645161290323,11.546283161392934,0.5969471285949808
1a53f0675c65dbcb244b7632024efd0d.png,436,860,128497.5,4090.636975288391,0.5069767441860465,10.362805261716003,0.500861420447237
1a80554d4ece6fce59c5175ded58a785.png,334,852,126429.5,3761.52010679245,0.392018779342723,8.9057088088412,0.6457254927998488
1aaab97b315858cdbd0e86af9c6673f3.png,512,854,127800.0,4156.810635209084,0.5995316159250585,10.75919461546726,0.439837280855721
1abf2130f33ed1bfc99a5b45e1b55657.png,717,926,149267.0,4571.687835931778,0.7742980561555075,11.142418548990818,0.3883945066325283
1ae6c9a94777730a4c07c0640cf37618.png,456,821,111359.0,3926.879613995552,0.5554202192448234,11.019451767910725,0.45134043557823444
1aedb61827410f1b624492d4c3bdceb6.png,539,856,119142.0,4252.408616304398,0.6296728971962616,12.078005657309347,0.39462100260006955
1b050091c40edf7f506e1aed5773bc92.png,448,794,111396.0,3733.257251024246,0.5642317380352645,9.95626331750406,0.4803642965256426
1b125a2f40486780d696db34d2455d39.png,457,822,113188.5,3820.588204741478,0.5559610705596107,10.262384741062219,0.5020792718223737
1b5a2a59ff4c2d74df4b86777ea9a7a0.png,470,875,144870.0,3896.418722629547,0.5371428571428571,8.33955579936329,0.5253033629640642
1b69041d1f491cf7790736ac88122e7c.png,445,801,106265.0,3916.359843492508,0.5555555555555556,11.485900960136917,0.4694450948255678
1b7bdcb965577269784da6d4fe49b351.png,507,863,131321.0,4276.560856938362,0.5874855156431055,11.082692103014702,0.4518960770818995
